Dias,Fecha,Total casos,Total altas,Total fallecidos,PCR 24,Nuevos casos,Nuevos fallecidos,Tasa de letalidad,Hospitalizados,UCI,Nuevos hospitalizados,Nuevas UCI,IA 14,IA 7,Total Casos A Coruna,Total Altas A Coruna,Total Fallecidos A Coruna,Total Hospitalizados A Coruna,Total UCI A Coruna,Total PCR A Coruna,IA 14 Coruna,IA 7 Coruna,Total Casos Ferrol,Total Altas Ferrol,Total Fallecidos Ferrol,Total Hospitalizados Ferrol,Total UCI Ferrol,Total PCR Ferrol,IA 14 Ferrol,IA 7 Ferrol,Total Casos Lugo,Total Altas Lugo,Total Fallecidos Lugo,Total Hospitalizados Lugo,Total UCI Lugo,Total PCR Lugo,IA 14 Lugo,IA 7 Lugo,Total Casos Ourense,Total Altas Ourense,Total Fallecidos Ourense,Total Hospitalizados Ourense,Total UCI Ourense,Total PCR Ourense,IA 14 Ourense,IA 7 Ourense,Total Casos Pontevedra,Total Altas Pontevedra,Total Fallecidos Pontevedra,Total Hospitalizados Pontevedra,Total UCI Pontevedra,Total PCR Pontevedra,IA 14 Pontevedra,IA 7 Pontevedra,Total Casos Santiago,Total Altas Santiago,Total Fallecidos Santiago,Total Hospitalizados Santiago,Total UCI Santiago,Total PCR Santiago,IA 14 Santiago,IA 7 Santiago,Total Casos Vigo,Total Altas Vigo,Total Fallecidos Vigo,Total Hospitalizados Vigo,Total UCI Vigo,Total PCR Vigo,IA 14 Vigo,IA 7 Vigo,Poblacion Galicia,Poblacion A Coruna,Poblacion Ferrol,Poblacion Lugo,Poblacion Ourense,Poblacion Pontevedra,Poblacion Santiago,Poblacion Vigo
144,26/07/2020,12056,11220,619,,30,0,5.134372926,11,1,0,1,8.586807628,5.662851583,2926,2701,166,5,0,52563,15.2284264,9.064539521,618,585,33,0,0,19359,0,0,1276,1163,28,3,0,30332,20.72428226,13.5021839,2032,1894,132,1,0,35108,3.937124128,1.968562064,945,910,16,1,0,20495,7.514123136,6.147918929,1899,1777,109,0,0,36084,4.252480987,2.685777465,2360,2190,135,2,1,49211,5.134279103,4.249058568,2701819,551600,178260,318467,304791,292782,446798,564831
145,27/07/2020,12079,11227,619,,23,0,5.124596407,12,1,0,1,9.253025462,6.106996805,2927,2703,166,5,0,52882,15.40971719,9.245830312,619,586,33,0,0,19418,0.560978346,0.560978346,1281,1163,28,3,0,30400,21.66629509,13.81618818,2033,1894,132,1,0,35210,3.60903045,1.312374709,946,912,16,1,0,20591,7.514123136,6.489469981,1904,1779,109,1,0,36224,5.371554931,3.133407043,2369,2190,135,2,1,49382,6.727676066,5.665411424,2701819,551600,178260,318467,304791,292782,446798,564831
146,28/07/2020,12097,11236,619,,18,0,5.11697115,9,1,0,-3,9.660158582,6.181021008,2933,2704,166,4,0,53079,15.95358956,9.245830312,619,586,33,0,0,19510,0.560978346,0.560978346,1282,1169,28,1,0,30467,21.66629509,13.18817962,2033,1894,132,1,0,35275,3.280936773,1.312374709,948,912,16,1,0,20654,8.197225239,7.172572084,1910,1781,109,1,0,36422,6.490628875,4.028666198,2372,2190,135,2,1,49596,7.08176428,5.31132321,2701819,551600,178260,318467,304791,292782,446798,564831
147,29/07/2020,12119,11251,619,,22,0,5.107682152,8,1,0,-1,9.438085971,5.551815277,2944,2707,166,4,0,53466,15.2284264,8.158085569,620,586,33,0,0,19607,1.121956692,1.121956692,1282,1174,28,1,0,30660,19.46826516,10.36214113,2033,1895,132,1,0,35418,2.624749418,0.984281032,948,912,16,1,0,20777,8.197225239,6.489469981,1916,1786,109,0,0,36735,7.38588803,5.147740142,2376,2191,135,2,1,50177,7.435852494,4.426102675,2701819,551600,178260,318467,304791,292782,446798,564831
148,30/07/2020,12141,11262,619,,22,0,5.098426818,9,1,0,1,9.771194888,5.366754768,2955,2713,166,3,0,53831,16.13488035,9.427121102,621,586,33,0,0,19756,1.682935039,1.682935039,1282,1174,28,2,0,30859,18.52625233,6.908094088,2034,1895,132,2,0,35549,2.952843096,1.312374709,951,912,16,2,0,20960,8.880327343,6.147918929,1921,1789,109,0,0,37046,8.057332396,5.59536972,2377,2193,135,1,1,50543,7.435852494,3.717926247,2701819,551600,178260,318467,304791,292782,446798,564831
149,31/07/2020,12171,11272,619,,30,0,5.085859831,12,1,0,3,10.36338852,5.366754768,2971,2718,166,2,0,54193,17.76649746,9.427121102,621,586,33,0,0,19871,1.682935039,1.682935039,1284,1176,28,4,0,31021,17.89824377,5.966081258,2042,1895,132,4,0,35695,5.249498837,3.280936773,953,912,16,2,0,21109,9.221878394,5.123265775,1922,1790,109,0,0,37269,8.057332396,5.59536972,2378,2195,135,1,1,50854,7.612896601,3.717926247,2701819,551600,178260,318467,304791,292782,446798,564831
150,01/08/2020,12216,11289,619,,45,0,5.067125082,13,1,0,1,11.84387259,5.921936296,2996,2723,166,4,0,54841,22.11747643,12.69035533,621,586,33,0,0,19972,1.682935039,1.682935039,1285,1183,28,4,0,31153,17.27023522,2.826038491,2045,1896,132,3,0,35851,6.233779869,4.265217805,959,917,16,2,0,21216,11.2711847,4.781714723,1925,1790,109,0,0,37448,8.728776763,5.819184508,2385,2194,135,1,1,51204,8.675161243,4.426102675,2701819,551600,178260,318467,304791,292782,446798,564831
151,02/08/2020,12242,11302,619,,26,0,5.056363339,12,1,0,-1,12.54710253,6.032972601,3011,2727,166,4,0,55251,24.47425671,15.2284264,621,586,33,0,0,20090,1.682935039,1.121956692,1286,1188,28,3,0,31302,16.64222667,1.570021384,2046,1896,132,3,0,36019,6.561873546,4.265217805,960,919,16,2,0,21376,11.2711847,4.781714723,1926,1792,109,0,0,37723,8.728776763,4.923925353,2392,2194,135,1,1,51435,9.914469992,4.072014461,2701819,551600,178260,318467,304791,292782,446798,564831
152,03/08/2020,12285,11307,619,,43,0,5.038665039,15,1,0,3,13.73148979,6.958275147,3037,2728,166,7,0,55681,29.18781726,18.8542422,622,586,33,0,0,20155,2.243913385,1.682935039,1289,1190,28,3,0,31421,16.32822239,2.198029937,2054,1896,132,3,0,36092,8.202341933,6.889967223,963,919,16,2,0,21500,12.29583786,5.123265775,1927,1794,109,0,0,37940,8.281147185,3.804851409,2393,2194,135,1,1,51585,9.914469992,3.717926247,2701819,551600,178260,318467,304791,292782,446798,564831
153,04/08/2020,12312,11318,619,,27,0,5.027615335,15,2,1,0,14.13862291,7.143335656,3044,2728,166,9,1,55926,29.36910805,18.12907904,623,586,33,0,0,20236,2.804891731,1.682935039,1291,1192,28,3,0,31493,16.01421811,2.826038491,2058,1898,132,3,0,36206,9.514716642,8.202341933,964,919,16,1,0,21586,12.63738891,5.464816826,1935,1800,109,0,0,38098,9.624035918,4.252480987,2397,2195,135,1,1,51760,9.737425885,3.717926247,2701819,551600,178260,318467,304791,292782,446798,564831
154,05/08/2020,12356,11331,619,,44,0,5.009711881,18,2,0,3,14.32368341,7.957601897,3059,2732,166,10,1,56285,29.00652647,18.8542422,624,586,33,0,0,20433,3.365870077,1.682935039,1299,1197,28,3,0,31674,15.70021384,5.338072705,2059,1898,132,3,0,36369,9.514716642,8.202341933,971,920,16,1,0,21726,14.34514417,6.831021033,1938,1801,109,0,0,38401,10.0716655,3.804851409,2406,2197,135,3,1,52268,9.737425885,5.134279103,2701819,551600,178260,318467,304791,292782,446798,564831
155,06/08/2020,12400,11369,619,,44,0,4.991935484,17,2,0,-1,14.95288915,8.475771323,3075,2753,166,9,1,56744,31.18201595,18.8542422,624,586,33,0,0,20603,3.365870077,1.682935039,1300,1199,28,3,0,31880,12.56017107,5.024068428,2062,1898,132,3,0,36553,10.49899767,6.561873546,982,925,16,1,0,21879,16.73600153,9.904980497,1942,1803,109,0,0,38697,10.29548028,4.476295776,2415,2205,135,3,1,52622,10.44560231,6.550631959,2701819,551600,178260,318467,304791,292782,446798,564831
156,07/08/2020,12444,11381,619,,44,0,4.974284796,21,2,0,4,15.47105857,8.438759221,3097,2754,166,10,1,57210,32.2697607,18.31036983,624,586,33,0,0,20724,3.365870077,1.682935039,1305,1205,28,3,0,32074,12.56017107,6.280085535,2064,1898,132,4,0,36722,10.49899767,6.233779869,984,925,16,1,0,22050,15.71134838,8.538776291,1949,1805,109,1,0,38995,11.63836902,5.371554931,2421,2208,135,4,1,53050,11.33082285,6.373587852,2701819,551600,178260,318467,304791,292782,446798,564831
157,08/08/2020,12556,11403,620,,112,1,4.937878305,25,3,1,4,18.50605092,11.62179998,3170,2758,166,12,1,57720,44.23495286,28.82523568,625,586,33,0,0,20856,3.926848424,2.243913385,1323,1216,28,3,0,32248,14.75820101,11.61815824,2068,1898,133,3,0,36910,11.81137238,7.218060901,985,925,16,2,0,22217,13.66204207,8.538776291,1956,1807,109,1,0,39171,12.75744296,6.714443664,2429,2213,135,7,2,53388,12.21604338,6.550631959,2701819,551600,178260,318467,304791,292782,446798,564831
158,09/08/2020,12640,11428,620,,84,0,4.905063291,23,2,-1,-2,20.76378914,13.13929616,3230,2762,166,14,1,58240,54.9311095,34.98912255,626,586,33,0,0,20939,3.926848424,2.243913385,1332,1229,28,4,0,32403,16.01421811,13.5021839,2073,1899,133,2,0,37063,13.12374709,6.233779869,985,926,16,1,0,22363,13.32049101,7.514123136,1958,1808,109,1,0,39495,12.08599859,6.938258452,2436,2218,135,4,1,53699,11.86195517,7.612896601,2701819,551600,178260,318467,304791,292782,446798,564831
159,10/08/2020,12737,11446,621,,97,1,4.875559394,25,2,0,2,23.68774518,15.73014328,3303,2766,166,16,1,58760,67.07759246,46.95431472,627,585,33,0,0,21024,4.48782677,2.243913385,1339,1235,29,3,0,32520,17.89824377,15.07220528,2077,1898,133,2,0,37165,14.4361218,6.233779869,987,927,16,1,0,22501,13.32049101,7.855674188,1961,1812,109,1,0,39727,11.41455423,5.819184508,2443,2223,135,4,1,53931,12.5701316,8.144028922,2701819,551600,178260,318467,304791,292782,446798,564831
160,11/08/2020,12815,11454,621,,78,0,4.84588373,31,2,0,6,25.76042289,16.98855475,3338,2766,166,20,1,59047,71.42857143,50.58013053,629,585,33,0,0,21128,5.048805116,2.804891731,1345,1236,29,3,0,32610,19.78226943,14.44419673,2081,1899,133,4,0,37318,15.74849651,7.218060901,990,929,16,1,0,22581,14.34514417,6.489469981,1965,1815,109,1,0,39942,10.96692465,6.042999297,2467,2224,135,4,1,54267,16.11101374,10.79969053,2701819,551600,178260,318467,304791,292782,446798,564831
161,12/08/2020,12925,11476,622,,110,1,4.81237911,35,3,1,4,29.01748785,19.43135347,3400,2770,167,26,2,59740,80.67440174,58.91950689,640,587,33,0,0,21321,10.65858858,8.97565354,1356,1243,29,4,0,32899,23.23631648,17.5842395,2086,1899,133,3,0,37516,17.06087122,7.874248255,990,929,16,0,0,22750,13.32049101,2.732408413,1977,1823,109,1,0,40320,12.53362817,7.833517608,2476,2225,135,4,1,54902,17.52736659,10.79969053,2701819,551600,178260,318467,304791,292782,446798,564831
162,13/08/2020,13067,11506,622,,142,0,4.760082651,40,1,-2,5,33.16284325,23.05853945,3492,2781,167,30,0,60589,94.45250181,71.60986222,649,587,33,0,0,21511,15.70739369,14.02445866,1369,1247,29,4,0,33177,26.69036352,20.09627371,2094,1900,133,3,0,37727,17.06087122,9.842810319,998,931,16,0,0,22950,15.36979732,4.781714723,1982,1830,109,1,0,40678,13.42888733,7.38588803,2483,2230,135,4,1,55483,18.58963123,10.97673463,2701819,551600,178260,318467,304791,292782,446798,564831
163,14/08/2020,13203,11527,623,,136,1,4.718624555,42,0,-1,2,36.53094452,23.94682989,3578,2793,167,32,0,61368,105.51124,73.96664249,656,588,33,0,0,21755,19.63424212,17.39032873,1377,1249,29,4,0,33528,28.88839346,16.95623094,2108,1901,134,2,0,38031,20.66990167,13.12374709,999,931,16,0,0,23139,13.66204207,4.781714723,1985,1834,109,2,0,40963,13.42888733,6.490628875,2500,2231,135,2,0,56028,20.3600723,12.5701316,2701819,551600,178260,318467,304791,292782,446798,564831
164,15/08/2020,13340,11559,623,,137,0,4.670164918,44,0,0,2,40.63928783,25.90847129,3675,2808,167,31,0,62191,120.3770848,80.67440174,663,588,33,0,0,21978,23.56109054,20.75619881,1383,1250,29,4,0,33895,30.45841484,16.01421811,2116,1904,134,3,0,38237,22.96655741,14.10802812,1009,934,16,2,0,23316,16.73600153,8.197225239,1992,1837,109,2,0,41250,14.77177606,7.609702819,2502,2238,135,2,0,56595,19.47485177,11.68491106,2701819,551600,178260,318467,304791,292782,446798,564831
165,16/08/2020,13494,11587,624,,154,1,4.624277457,48,3,3,4,44.74763113,28.0181611,3770,2824,167,39,2,63088,132.8861494,84.66279913,672,588,33,0,0,22213,28.04891731,25.24402558,1390,1251,29,5,1,34092,31.71443195,16.01421811,2134,1906,134,3,0,38519,26.24749418,18.70133961,1011,934,17,0,0,23552,16.39445048,8.197225239,2003,1839,109,3,0,41634,17.00992395,9.400221129,2514,2245,135,2,0,57087,21.42233695,12.5701316,2701819,551600,178260,318467,304791,292782,446798,564831
166,17/08/2020,13633,11608,624,,139,0,4.577129025,57,5,2,9,48.89298654,30.27589931,3854,2835,167,49,4,63841,146.8455402,93.54604786,675,589,33,1,0,22324,29.170874,25.80500393,1396,1257,29,5,1,34261,32.97044906,16.01421811,2155,1907,134,3,0,38712,31.8250867,24.27893212,1022,935,17,0,0,23783,19.80996099,10.92963365,2012,1840,109,3,0,41843,17.23373874,10.51929507,2519,2245,135,2,0,57339,21.59938105,9.206293564,2701819,551600,178260,318467,304791,292782,446798,564831
167,18/08/2020,13755,11625,625,,122,1,4.543802254,55,6,1,-2,51.77993048,30.72004453,3929,2840,168,47,4,64272,157.7229877,95.90282814,681,589,33,0,0,22459,31.97576574,23.0001122,1402,1260,29,5,2,34376,32.3424405,14.44419673,2176,1911,134,4,0,38904,38.38696024,29.52843096,1027,935,17,0,0,23941,19.12685889,12.63738891,2017,1841,109,3,0,42178,17.68136831,8.952591551,2523,2249,135,2,0,57651,20.71416052,8.321073029,2701819,551600,178260,318467,304791,292782,446798,564831
168,19/08/2020,13905,11657,625,,150,0,4.494786048,55,5,-1,0,55.70321328,31.01614135,3980,2852,168,46,4,65257,164.0681653,88.46990573,691,589,33,0,0,22705,37.5855492,23.56109054,1428,1263,29,5,1,34658,40.19254742,18.52625233,2191,1912,134,4,0,39225,42.32408437,31.8250867,1041,940,17,1,0,24183,20.15151205,14.68669522,2046,1846,109,3,0,42597,23.27673803,14.32414648,2528,2255,135,1,0,58343,20.00598409,7.966984815,2701819,551600,178260,318467,304791,292782,446798,564831
169,20/08/2020,14110,11701,625,,205,0,4.429482636,64,6,1,9,61.66216168,33.56997638,4086,2872,168,53,4,66500,179.2965917,92.09572154,699,589,33,0,0,22994,42.07337597,24.12206889,1467,1268,29,6,1,35013,50.86869283,28.26038491,2203,1912,134,7,1,39559,45.60502115,31.16889934,1042,945,17,1,0,24432,19.80996099,14.68669522,2075,1853,109,2,0,43080,28.20066339,20.14333099,2538,2262,135,2,0,58913,20.71416052,6.727676066,2701819,551600,178260,318467,304791,292782,446798,564831
170,21/08/2020,14360,11737,626,,250,1,4.359331476,67,6,0,3,66.76983173,37.75234388,4166,2883,169,56,4,67811,180.5656273,89.0137781,712,590,33,0,0,23263,48.80511612,27.48793897,1558,1273,29,5,1,35617,73.79100503,54.95074843,2226,1913,134,6,1,39855,51.83880101,36.0903045,1050,948,17,2,0,24702,22.20081836,14.00359312,2094,1855,109,2,0,43928,30.88644085,22.82910846,2554,2275,135,3,0,59515,22.13051337,9.206293564,2701819,551600,178260,318467,304791,292782,446798,564831
171,22/08/2020,14594,11815,628,,234,2,4.303138276,63,8,2,-4,72.32164701,40.71331203,4270,2931,169,54,4,69304,188.542422,90.64539521,722,592,33,0,0,23501,53.85392124,28.04891731,1591,1282,31,4,1,36057,81.32710768,63.11485962,2246,1917,134,6,1,40257,56.76020617,36.74649186,1065,952,17,3,2,24961,27.32408413,18.44375679,2140,1859,109,3,0,44820,40.73429156,30.66262606,2560,2282,135,3,0,60122,21.95346927,8.144028922,2701819,551600,178260,318467,304791,292782,446798,564831
172,23/08/2020,14827,11889,632,,233,4,4.262494099,66,10,2,3,77.35529286,44.19244961,4358,2979,172,52,4,70734,191.2617839,91.37055838,732,593,33,0,0,23798,58.90272635,31.97576574,1625,1289,32,5,1,36496,89.80522315,71.90697937,2258,1921,134,10,3,40460,59.38495559,33.79364876,1092,955,17,2,2,25273,35.86286042,23.90857361,2185,1864,109,3,0,45462,50.13451269,38.71995846,2577,2288,135,4,0,60636,23.72391034,10.26855821,2701819,551600,178260,318467,304791,292782,446798,564831
173,24/08/2020,15041,11956,633,,214,1,4.208496775,70,12,2,4,82.38893871,47.59756298,4429,3020,173,55,6,71675,197.7882524,90.64539521,739,593,33,0,0,24042,61.70761809,32.53674408,1652,1299,32,5,1,36763,96.39931296,78.50106918,2272,1926,134,12,3,40742,62.66589237,31.49699302,1116,958,17,2,2,25485,43.03543251,30.3980436,2250,1867,109,4,0,46281,63.7872148,52.14884579,2583,2293,135,4,0,60859,20.53711641,10.62264642,2701819,551600,178260,318467,304791,292782,446798,564831
174,25/08/2020,15232,12019,633,,191,0,4.15572479,73,13,1,3,85.38691896,49.11505915,4479,3066,173,56,6,72333,195.6127629,90.46410442,746,595,33,1,0,24220,59.4637047,30.85380904,1685,1301,32,6,2,37001,103.307407,80.69909912,2286,1928,134,10,3,40892,65.61873546,31.16889934,1123,959,17,3,2,25629,45.42628987,28.00718623,2309,1871,109,6,0,46710,74.30650988,58.86328945,2604,2299,135,4,0,61377,22.6616457,13.45535213,2701819,551600,178260,318467,304791,292782,446798,564831
175,26/08/2020,15517,12086,633,,285,0,4.079396791,84,13,0,11,90.67964953,52.0760273,4546,3098,173,60,6,73693,191.0804931,83.3937636,750,602,33,0,0,24490,56.65881297,28.60989566,1780,1307,32,12,2,37529,129.0557577,98.28333862,2309,1932,134,11,2,41274,70.54014062,34.77792979,1142,960,17,3,2,25923,49.18335144,34.15510516,2365,1874,109,6,0,47699,85.72106411,64.90628875,2625,2313,135,4,0,62158,25.14026319,15.40283731,2701819,551600,178260,318467,304791,292782,446798,564831
176,27/08/2020,15757,12183,634,,240,1,4.023608555,95,12,-1,11,94.52890812,51.70590628,4623,3145,173,70,5,75303,189.448876,82.84989123,765,613,33,0,0,24736,61.14663974,29.73185235,1838,1323,33,11,2,38029,144.7559716,87.92119749,2343,1943,134,13,3,41695,77.10201417,38.38696024,1158,962,17,3,2,26334,54.30661721,36.88751358,2392,1879,109,6,0,48446,91.09261904,66.69680706,2638,2318,135,4,0,62764,24.43208677,14.87170499,2701819,551600,178260,318467,304791,292782,446798,564831
177,28/08/2020,16066,12292,635,,309,1,3.95244616,100,12,0,5,100.8949896,54.48181392,4727,3202,174,73,5,76632,190.7179115,82.84989123,773,617,33,0,0,25039,61.70761809,28.60989566,1911,1331,33,11,2,38714,165.7942581,100.4813686,2378,1952,134,17,3,42061,85.96054345,43.3083654,1175,971,17,3,2,26729,56.69747457,37.57061568,2445,1886,109,4,0,49323,101.3880993,68.26351058,2657,2333,135,4,0,63700,27.44183658,17.17327838,2701819,551600,178260,318467,304791,292782,446798,564831
178,29/08/2020,16370,12438,636,,304,1,3.885155773,112,15,3,12,106.4468049,57.10967315,4848,3297,174,75,6,78185,195.4314721,88.83248731,782,622,33,2,0,25266,61.70761809,28.04891731,1983,1345,34,17,3,39479,186.2045361,112.4135311,2399,1964,134,19,4,42552,86.94482449,46.2612085,1198,976,17,6,2,27087,63.87004666,36.20441147,2476,1894,109,4,0,50231,105.8643951,65.13010354,2684,2340,135,6,1,64457,30.09749819,18.94371945,2701819,551600,178260,318467,304791,292782,446798,564831
179,30/08/2020,16680,12556,639,,310,3,3.830935252,119,17,2,7,112.7758743,60.66283493,4932,3374,175,73,7,79588,195.4314721,91.18926759,795,631,33,3,0,25485,67.31740155,31.41478739,2063,1353,35,21,3,40188,209.4408526,129.0557577,2429,1970,135,14,4,43003,89.89766758,51.51070734,1218,983,17,6,2,27477,66.94400612,34.83820727,2552,1903,109,7,0,51087,120.8599859,67.59206621,2691,2342,135,9,1,64975,30.4515864,19.12076356,2701819,551600,178260,318467,304791,292782,446798,564831
180,31/08/2020,16954,12671,641,,274,2,3.780818686,124,17,0,5,118.4017138,63.73483938,5015,3446,176,68,6,80655,196.8817984,97.17186367,802,636,33,3,0,25680,67.87837989,31.41478739,2123,1356,36,30,3,40922,226.3970835,137.5338732,2455,1980,135,20,4,43434,91.53813597,55.44783146,1231,988,17,6,2,27698,69.67641453,36.88751358,2607,1916,109,7,1,51689,132.0507254,66.69680706,2721,2349,135,9,1,65476,35.05473319,20.71416052,2701819,551600,178260,318467,304791,292782,446798,564831
181,01/09/2020,17157,12771,644,,203,3,3.753569971,143,17,0,19,120.3633552,60.69984703,5081,3501,177,73,5,81371,199.6011603,96.99057288,815,638,33,4,0,26056,69.56131493,36.46359251,2163,1366,38,35,4,41690,230.7931434,120.263638,2474,1996,135,22,4,43920,92.85051068,54.13545676,1239,989,17,8,2,28004,67.62710822,33.13045201,2643,1927,109,9,1,52202,133.6174289,62.22051128,2742,2354,135,9,1,65963,37.8874389,20.71416052,2701819,551600,178260,318467,304791,292782,446798,564831
182,02/09/2020,17374,12879,644,,217,0,3.706688155,156,14,-3,13,120.8075004,59.84856869,5123,3558,177,75,4,82933,187.9985497,90.64539521,829,647,33,5,0,26496,72.92718501,35.90261416,2203,1376,38,39,3,42294,231.1071477,114.611561,2502,2005,135,26,3,44339,98.10000951,52.16689469,1267,1000,17,8,2,28318,76.84898662,37.22906463,2686,1933,109,12,1,52885,136.7508359,65.8015479,2764,2360,135,9,1,66746,40.01196818,22.30755748,2701819,551600,178260,318467,304791,292782,446798,564831
183,03/09/2020,17681,13039,650,,307,6,3.676262655,159,15,1,3,122.9171902,59.77454448,5224,3620,178,71,5,84386,191.8056563,90.10152284,841,658,33,6,0,26746,72.36620666,38.14652754,2248,1408,42,35,2,42992,216.6629509,105.8194413,2536,2015,135,30,4,44910,101.70904,51.83880101,1291,1003,17,10,2,28717,82.31380344,39.61992199,2732,1963,110,11,1,53804,142.7938352,64.23484438,2809,2372,135,11,1,67895,45.14624728,26.91070426,2701819,551600,178260,318467,304791,292782,446798,564831
184,04/09/2020,17938,13200,652,,257,2,3.634741889,171,15,0,12,123.7684686,58.0349757,5308,3683,179,73,6,85957,188.1798405,83.3937636,851,668,33,6,0,27016,72.36620666,38.70750589,2282,1441,42,47,3,43488,216.9769552,93.88727874,2572,2025,135,30,4,45299,106.9585388,56.76020617,1308,1011,18,8,0,29013,82.99690555,37.57061568,2776,1993,110,14,1,54606,142.3462057,67.14443664,2841,2379,135,12,1,68894,49.74939407,27.7959248,2701819,551600,178260,318467,304791,292782,446798,564831
185,05/09/2020,18231,13438,656,,293,4,3.598266689,177,17,2,6,125.9891947,57.40576996,5407,3781,180,66,5,87303,190.1740392,86.11312545,860,679,33,6,0,27289,71.80522832,36.46359251,2333,1484,45,57,4,44151,222.3150279,84.78115472,2609,2057,135,30,5,45773,115.1608807,59.05686192,1348,1022,18,7,1,29439,87.43706922,44.40163671,2810,2023,110,15,1,55228,139.884243,57.74421551,2864,2392,135,13,1,69872,50.81165871,30.62863051,2701819,551600,178260,318467,304791,292782,446798,564831
186,06/09/2020,18483,13649,659,,252,3,3.565438511,187,17,0,10,127.3956546,56.59150372,5481,3877,180,66,5,88888,190.7179115,84.48150834,875,685,33,8,0,27563,76.29305509,40.95141928,2380,1522,48,58,4,44667,228.5951135,80.69909912,2633,2069,135,34,5,46258,118.4418175,58.40067456,1371,1030,18,8,1,29738,87.09551817,47.81714723,2864,2066,110,17,1,55931,137.4222803,57.52040072,2879,2400,135,13,1,70912,52.40505567,27.97296891,2701819,551600,178260,318467,304791,292782,446798,564831
187,07/09/2020,18697,13792,661,,214,2,3.535326523,194,21,4,7,128.2469329,56.99863684,5542,3928,180,68,6,89960,192.7121102,83.57505439,886,694,33,8,0,27755,78.53696847,39.82946258,2412,1546,50,60,5,45083,228.2811092,78.18706491,2667,2073,135,36,5,46707,125.0036911,63.32207972,1404,1043,18,10,1,30091,95.97584551,56.35592352,2897,2098,110,19,1,56458,131.6030958,56.84895635,2889,2410,135,15,3,71286,50.45757049,26.02548373,2701819,551600,178260,318467,304791,292782,446798,564831
188,08/09/2020,18858,13965,662,,161,1,3.510446495,187,22,1,-7,123.6574323,54.92595914,5580,3986,180,67,7,90534,187.4546773,82.84989123,901,698,33,8,0,27913,84.70773028,40.39044093,2430,1579,50,54,4,45486,204.1027799,71.27897082,2683,2081,135,36,5,46872,122.7070353,59.38495559,1437,1048,18,10,2,30382,100.7575602,58.06367878,2926,2153,111,19,1,57044,125.5600965,53.71554931,2901,2420,135,15,3,71767,48.86417353,24.25504266,2701819,551600,178260,318467,304791,292782,446798,564831
189,09/09/2020,19190,14158,663,,332,1,3.45492444,181,25,3,-6,127.0625456,55.85126169,5636,4031,181,63,9,91754,183.6475707,74.69180566,914,705,33,7,0,28192,83.58577359,40.95141928,2576,1602,50,67,5,46149,231.7351562,102.9934028,2695,2098,135,32,5,47151,115.4889744,52.16689469,1462,1065,18,10,2,30749,103.8315197,58.40522983,2978,2207,111,17,1,57725,131.1554662,55.05843804,2929,2450,135,13,4,72915,51.51983514,21.24529284,2701819,551600,178260,318467,304791,292782,446798,564831
190,10/09/2020,19464,14434,671,,274,8,3.447390053,194,25,0,13,125.7671221,56.48046742,5700,4110,183,60,9,93304,176.3959391,71.06598985,923,714,33,6,0,28488,84.14675194,40.39044093,2627,1679,54,66,3,46826,224.8270621,108.3314755,2727,2118,136,33,5,47635,114.5046934,50.85451998,1490,1070,18,10,2,31301,107.5885813,62.1622914,3046,2276,112,19,2,58399,134.5126881,60.42999297,2951,2467,135,16,4,74050,52.05096746,19.47485177,2701819,551600,178260,318467,304791,292782,446798,564831
191,11/09/2020,19707,14670,675,,243,4,3.42517887,201,26,1,7,123.5093839,54.62986233,5779,4192,184,62,9,94735,168.7817259,67.44017404,936,729,33,5,0,28776,86.39066532,42.63435431,2649,1738,56,69,4,47323,209.1268483,99.22535145,2734,2134,136,39,5,48126,109.9113819,41.01170966,1511,1080,18,10,2,31741,106.9054792,55.67282142,3119,2318,112,25,2,59080,143.9129092,69.15876973,2979,2479,136,18,4,74954,52.22801156,20.3600723,2701819,551600,178260,318467,304791,292782,446798,564831
192,12/09/2020,19948,14933,677,,241,2,3.393823942,206,28,2,5,120.9555488,54.22272921,5823,4299,184,63,8,95733,161.5300943,62.00145033,948,735,33,6,0,29070,85.82968697,40.95141928,2698,1791,57,68,5,48232,199.3927157,99.85336,2787,2164,137,37,5,48655,117.4575365,50.52642631,1546,1089,18,13,2,32154,112.0287449,59.77143404,3146,2355,112,28,2,59706,132.9459845,63.11577044,3000,2500,136,20,6,76058,54.70662906,21.42233695,2701819,551600,178260,318467,304791,292782,446798,564831
193,13/09/2020,20183,15222,680,,235,3,3.369172076,221,26,-2,15,119.5120769,54.99998334,5882,4394,184,70,8,97049,157.1791153,61.63886875,964,747,33,5,0,29343,90.87849209,43.75631101,2758,1886,58,66,3,49023,199.3927157,108.6454798,2800,2188,139,37,5,49359,113.1923187,43.63645908,1583,1095,18,14,2,32620,120.2259702,61.13763824,3175,2393,112,33,2,60372,127.1268,62.22051128,3021,2519,136,22,6,76868,53.1132321,23.36982212,2701819,551600,178260,318467,304791,292782,446798,564831
